id,refPosition,officialId,gameId
4842,Back Judge,Rich Martinez,20201122GNBIND
4843,Side Judge,Chad Hill,20201122GNBIND
4844,Field Judge,Tom Hill,20201122GNBIND
4845,Referee,Bill Vinovich,20201122DALMIN
4846,Umpire,Terry Killens,20201122DALMIN
4847,Down Judge,Mike Carr,20201122DALMIN
4848,Line Judge,Jeff Seeman,20201122DALMIN
4849,Back Judge,Perry Paganelli,20201122DALMIN
4850,Side Judge,Don Willard,20201122DALMIN
4851,Field Judge,David Meslow,20201122DALMIN
4852,Referee,Carl Cheffers,20201122KANLVR
4853,Umpire,Richard Hall,20201122KANLVR
4854,Down Judge,Patrick Turner,20201122KANLVR
4855,Line Judge,Tim Podraza,20201122KANLVR
4856,Back Judge,Greg Wilson,20201122KANLVR
4857,Side Judge,Clay Reynard,20201122KANLVR
4858,Field Judge,Gary Cavaletto,20201122KANLVR
4859,Referee,Jerome Boger,20201123LARTAM
4860,Umpire,Barry Anderson,20201123LARTAM
4861,Down Judge,Julian Mapp,20201123LARTAM
4862,Line Judge,Carl Johnson,20201123LARTAM
4863,Back Judge,Greg Steed,20201123LARTAM
4864,Side Judge,Anthony Jeffries,20201123LARTAM
4865,Field Judge,Dale Shaw,20201123LARTAM
4866,Referee,Shawn Smith,20201126HOUDET
4867,Umpire,Carl Paganelli,20201126HOUDET
4868,Down Judge,Michael Dolce,20201126HOUDET
4869,Line Judge,Mark Steinkerchner,20201126HOUDET
4870,Back Judge,Dino Paganelli,20201126HOUDET
4871,Side Judge,Jimmy Buchanan,20201126HOUDET
4872,Field Judge,Dyrol Prioleau,20201126HOUDET
4873,Referee,Clay Martin,20201126WASDAL
4874,Umpire,Tony Michalek,20201126WASDAL
4875,Down Judge,Derick Bowers,20201126WASDAL
4876,Line Judge,Frank LeBlanc,20201126WASDAL
4877,Back Judge,Steve Patrick,20201126WASDAL
4878,Side Judge,Jeff Lamberth,20201126WASDAL
4879,Field Judge,Mike Weatherford,20201126WASDAL
4880,Referee,Land Clark,20201129LVRATL
4881,Umpire,Alan Eck,20201129LVRATL
4882,Down Judge,Tripp Sutter,20201129LVRATL
4883,Line Judge,Mark Stewart,20201129LVRATL
4884,Back Judge,Tony Josselyn,20201129LVRATL
4885,Side Judge,Mearl Robinson,20201129LVRATL
4886,Field Judge,Tra Blake,20201129LVRATL
4887,Referee,Alex Kemp,20201129LACBUF
4888,Umpire,Carl Paganelli,20201129LACBUF
4889,Down Judge,Dana McKenzie,20201129LACBUF
4890,Line Judge,Greg Bradley,20201129LACBUF
4891,Back Judge,Dino Paganelli,20201129LACBUF
4892,Side Judge,Jabir Walker,20201129LACBUF
4893,Field Judge,Dominique Pender,20201129LACBUF
4894,Referee,Carl Cheffers,20201129NYGCIN
4895,Umpire,Richard Hall,20201129NYGCIN
4896,Down Judge,Patrick Turner,20201129NYGCIN
4897,Line Judge,Tim Podraza,20201129NYGCIN
4898,Back Judge,Greg Wilson,20201129NYGCIN
4899,Side Judge,Clay Reynard,20201129NYGCIN
4900,Field Judge,Gary Cavaletto,20201129NYGCIN
4901,Referee,Jerome Boger,20201129CLEJAX
4902,Umpire,Barry Anderson,20201129CLEJAX
4903,Down Judge,Julian Mapp,20201129CLEJAX
4904,Line Judge,Rusty Baynes,20201129CLEJAX
4905,Back Judge,Brad Freeman,20201129CLEJAX
4906,Side Judge,Anthony Jeffries,20201129CLEJAX
4907,Field Judge,Dale Shaw,20201129CLEJAX
4908,Referee,John Hussey,20201129TENIND
4909,Umpire,Roy Ellison,20201129TENIND
4910,Down Judge,Brian Bolinger,20201129TENIND
4911,Line Judge,Tom Symonette,20201129TENIND
4912,Back Judge,Grantis Bell,20201129TENIND
4913,Side Judge,Allen Baynes,20201129TENIND
4914,Field Judge,Steve Zimmer,20201129TENIND
4915,Referee,Bill Vinovich,20201129ARINWE
4916,Umpire,Terry Killens,20201129ARINWE
4917,Down Judge,Mike Carr,20201129ARINWE
4918,Line Judge,Jeff Seeman,20201129ARINWE
4919,Back Judge,Perry Paganelli,20201129ARINWE
4920,Side Judge,Don Willard,20201129ARINWE
4921,Field Judge,David Meslow,20201129ARINWE
4922,Referee,Adrian Hill,20201129MIANYJ
4923,Umpire,Paul King,20201129MIANYJ
4924,Down Judge,Ed Camp,20201129MIANYJ
4925,Line Judge,Kevin Codey,20201129MIANYJ
4926,Back Judge,Greg Steed,20201129MIANYJ
4927,Side Judge,Keith Washington,20201129MIANYJ
4928,Field Judge,Jim Quirk,20201129MIANYJ
4929,Referee,Brad Rogers,20201129CARMIN
4930,Umpire,Tab Slaughter,20201129CARMIN
4931,Down Judge,Jerod Phillips,20201129CARMIN
4932,Line Judge,Walt Coleman IV,20201129CARMIN
4933,Back Judge,Greg Meyer,20201129CARMIN
4934,Side Judge,Eugene Hall,20201129CARMIN
4935,Field Judge,Nathan Jones,20201129CARMIN
4936,Referee,Craig Wrolstad,20201129NORDEN
4937,Umpire,Ruben Fowler,20201129NORDEN
4938,Down Judge,Jerry Bergman,20201129NORDEN
4939,Line Judge,David Oliver,20201129NORDEN
4940,Back Judge,Keith Ferguson,20201129NORDEN
4941,Side Judge,Dave Hawkshaw,20201129NORDEN
4942,Field Judge,Aaron Santi,20201129NORDEN
4943,Referee,Scott Novak,20201129SFOLAR
4944,Umpire,Steven Woods,20201129SFOLAR
4945,Down Judge,Kent Payne,20201129SFOLAR
4946,Line Judge,Thomas Eaton,20201129SFOLAR
4947,Back Judge,Terrence Miles,20201129SFOLAR
4948,Side Judge,John Jenkins,20201129SFOLAR
4949,Field Judge,Scott Edwards,20201129SFOLAR
4950,Referee,Shawn Hochuli,20201129KANTAM
4951,Umpire,Ramon George,20201129KANTAM
4952,Down Judge,Sarah Thomas,20201129KANTAM
4953,Line Judge,Mark Perlman,20201129KANTAM
4954,Back Judge,Rich Martinez,20201129KANTAM
4955,Side Judge,Chad Hill,20201129KANTAM
4956,Field Judge,Tom Hill,20201129KANTAM
4957,Referee,Clete Blakeman,20201129CHIGNB
4958,Umpire,Fred Bryan,20201129CHIGNB
4959,Down Judge,Mark Hittner,20201129CHIGNB
4960,Line Judge,Carl Johnson,20201129CHIGNB
4961,Back Judge,Scott Helverson,20201129CHIGNB
4962,Side Judge,Michael Banks,20201129CHIGNB
4963,Field Judge,Joe Blubaugh,20201129CHIGNB
4964,Referee,Brad Allen,20201130SEAPHI
4965,Umpire,Bruce Stritesky,20201130SEAPHI
4966,Down Judge,Danny Short,20201130SEAPHI
4967,Line Judge,Daniel Gallagher,20201130SEAPHI
4968,Back Judge,Todd Prukop,20201130SEAPHI
4969,Side Judge,Boris Cheek,20201130SEAPHI
4970,Field Judge,Rick Patterson,20201130SEAPHI
4971,Referee,Ronald Torbert,20201202BALPIT
4972,Umpire,Mark Pellis,20201202BALPIT
4973,Down Judge,Patrick Holt,20201202BALPIT
4974,Line Judge,Jim Mello,20201202BALPIT
4975,Back Judge,Greg Yette,20201202BALPIT
4976,Side Judge,Jonah Monroe,20201202BALPIT
4977,Field Judge,James Coleman,20201202BALPIT
4978,Referee,Adrian Hill,20201206NORATL
4979,Umpire,Paul King,20201206NORATL
4980,Down Judge,Ed Camp,20201206NORATL
4981,Line Judge,Kevin Codey,20201206NORATL
4982,Back Judge,Greg Steed,20201206NORATL
4983,Side Judge,Eugene Hall,20201206NORATL
4984,Field Judge,Jim Quirk,20201206NORATL
4985,Referee,Clay Martin,20201206DETCHI
4986,Umpire,Tony Michalek,20201206DETCHI
4987,Down Judge,Derick Bowers,20201206DETCHI
4988,Line Judge,Frank LeBlanc,20201206DETCHI
4989,Back Judge,Steve Patrick,20201206DETCHI
4990,Side Judge,Jeff Lamberth,20201206DETCHI
4991,Field Judge,Mike Weatherford,20201206DETCHI
4992,Referee,Ronald Torbert,20201206CINMIA
4993,Umpire,Mark Pellis,20201206CINMIA
4994,Down Judge,Patrick Holt,20201206CINMIA
4995,Line Judge,Tom Symonette,20201206CINMIA
4996,Back Judge,Greg Yette,20201206CINMIA
4997,Side Judge,Jonah Monroe,20201206CINMIA
4998,Field Judge,James Coleman,20201206CINMIA
4999,Referee,Clete Blakeman,20201206CLETEN
5000,Umpire,Fred Bryan,20201206CLETEN
5001,Down Judge,Mark Hittner,20201206CLETEN
5002,Line Judge,Tom Stephan,20201206CLETEN
5003,Back Judge,Scott Helverson,20201206CLETEN
5004,Side Judge,Michael Banks,20201206CLETEN
5005,Field Judge,Joe Blubaugh,20201206CLETEN
5006,Referee,Scott Novak,20201206INDHOU
5007,Umpire,Steven Woods,20201206INDHOU
5008,Down Judge,Kent Payne,20201206INDHOU
5009,Line Judge,Thomas Eaton,20201206INDHOU
5010,Back Judge,Terrence Miles,20201206INDHOU
5011,Side Judge,John Jenkins,20201206INDHOU
5012,Field Judge,Scott Edwards,20201206INDHOU
5013,Referee,Land Clark,20201206JAXMIN
5014,Umpire,Alan Eck,20201206JAXMIN
5015,Down Judge,Tripp Sutter,20201206JAXMIN
5016,Line Judge,Mark Stewart,20201206JAXMIN
5017,Back Judge,Tony Josselyn,20201206JAXMIN
5018,Side Judge,Mearl Robinson,20201206JAXMIN
5019,Field Judge,Tra Blake,20201206JAXMIN
5020,Referee,Shawn Smith,20201206LVRNYJ
5021,Umpire,Bruce Stritesky,20201206LVRNYJ
5022,Down Judge,Michael Dolce,20201206LVRNYJ
5023,Line Judge,Mark Steinkerchner,20201206LVRNYJ
5024,Back Judge,Dino Paganelli,20201206LVRNYJ
5025,Side Judge,Dominique Pender,20201206LVRNYJ
5026,Field Judge,Dyrol Prioleau,20201206LVRNYJ
5027,Referee,Jerome Boger,20201206LARARI
5028,Umpire,Ramon George,20201206LARARI
5029,Down Judge,Carl Johnson,20201206LARARI
5030,Line Judge,Daniel Gallagher,20201206LARARI
5031,Back Judge,Rich Martinez,20201206LARARI
5032,Side Judge,Chad Hill,20201206LARARI
5033,Field Judge,Tom Hill,20201206LARARI
5034,Referee,Craig Wrolstad,20201206NYGSEA
5035,Umpire,Ruben Fowler,20201206NYGSEA
5036,Down Judge,Danny Short,20201206NYGSEA
5037,Line Judge,David Oliver,20201206NYGSEA
5038,Back Judge,Keith Ferguson,20201206NYGSEA
5039,Side Judge,Dave Hawkshaw,20201206NYGSEA
5040,Field Judge,Aaron Santi,20201206NYGSEA
5041,Referee,Bill Vinovich,20201206PHIGNB
5042,Umpire,Terry Killens,20201206PHIGNB
5043,Down Judge,Mike Carr,20201206PHIGNB
5044,Line Judge,Jeff Seeman,20201206PHIGNB
5045,Back Judge,Perry Paganelli,20201206PHIGNB
5046,Side Judge,Don Willard,20201206PHIGNB
5047,Field Judge,David Meslow,20201206PHIGNB
5048,Referee,Carl Cheffers,20201206NWELAC
5049,Umpire,Richard Hall,20201206NWELAC
5050,Down Judge,Patrick Turner,20201206NWELAC
5051,Line Judge,Tim Podraza,20201206NWELAC
5052,Back Judge,Greg Wilson,20201206NWELAC
5053,Side Judge,Clay Reynard,20201206NWELAC
5054,Field Judge,Gary Cavaletto,20201206NWELAC
5055,Referee,Alex Kemp,20201206DENKAN
5056,Umpire,Carl Paganelli,20201206DENKAN
5057,Down Judge,Dana McKenzie,20201206DENKAN
5058,Line Judge,Rusty Baynes,20201206DENKAN
5059,Back Judge,Matt Edwards,20201206DENKAN
5060,Side Judge,Jabir Walker,20201206DENKAN
5061,Field Judge,Rick Patterson,20201206DENKAN
5062,Referee,John Hussey,20201207WASPIT
5063,Umpire,Roy Ellison,20201207WASPIT
5064,Down Judge,Julian Mapp,20201207WASPIT
5065,Line Judge,Jim Mello,20201207WASPIT
5066,Back Judge,Grantis Bell,20201207WASPIT
5067,Side Judge,Allen Baynes,20201207WASPIT
5068,Field Judge,Steve Zimmer,20201207WASPIT
5069,Referee,Tony Corrente,20201207BUFSFO
5070,Umpire,Tab Slaughter,20201207BUFSFO
5071,Down Judge,Carl Johnson,20201207BUFSFO
5072,Line Judge,Bart Longson,20201207BUFSFO
5073,Back Judge,Todd Prukop,20201207BUFSFO
5074,Side Judge,Anthony Flemming,20201207BUFSFO
5075,Field Judge,Ryan Dickson,20201207BUFSFO
5076,Referee,Brad Allen,20201208DALBAL
5077,Umpire,Dan Ferrell,20201208DALBAL
5078,Down Judge,Jerod Phillips,20201208DALBAL
5079,Line Judge,Walt Coleman IV,20201208DALBAL
5080,Back Judge,Greg Meyer,20201208DALBAL
5081,Side Judge,Keith Washington,20201208DALBAL
5082,Field Judge,Nathan Jones,20201208DALBAL
5083,Referee,Craig Wrolstad,20201210NWELAR
5084,Umpire,Ramon George,20201210NWELAR
5085,Down Judge,Mark Hittner,20201210NWELAR
5086,Line Judge,David Oliver,20201210NWELAR
5087,Back Judge,Keith Ferguson,20201210NWELAR
5088,Side Judge,Dave Hawkshaw,20201210NWELAR
5089,Field Judge,Aaron Santi,20201210NWELAR
5090,Referee,Shawn Hochuli,20201213DENCAR
5091,Umpire,Ruben Fowler,20201213DENCAR
5092,Down Judge,Sarah Thomas,20201213DENCAR
5093,Line Judge,Carl Johnson,20201213DENCAR
5094,Back Judge,Rich Martinez,20201213DENCAR
5095,Side Judge,Dominique Pender,20201213DENCAR
5096,Field Judge,Tom Hill,20201213DENCAR
5097,Referee,Land Clark,20201213HOUCHI
5098,Umpire,Alan Eck,20201213HOUCHI
5099,Down Judge,Tripp Sutter,20201213HOUCHI
5100,Line Judge,Mark Stewart,20201213HOUCHI
5101,Back Judge,Tony Josselyn,20201213HOUCHI
5102,Side Judge,Mearl Robinson,20201213HOUCHI
5103,Field Judge,Tra Blake,20201213HOUCHI
5104,Referee,John Hussey,20201213DALCIN
5105,Umpire,Roy Ellison,20201213DALCIN
5106,Down Judge,Brian Bolinger,20201213DALCIN
5107,Line Judge,Tom Symonette,20201213DALCIN
5108,Back Judge,Grantis Bell,20201213DALCIN
5109,Side Judge,Allen Baynes,20201213DALCIN
5110,Field Judge,Steve Zimmer,20201213DALCIN
5111,Referee,Ronald Torbert,20201213ARINYG
5112,Umpire,Mark Pellis,20201213ARINYG
5113,Down Judge,Patrick Holt,20201213ARINYG
5114,Line Judge,Jim Mello,20201213ARINYG
5115,Back Judge,Greg Yette,20201213ARINYG
5116,Side Judge,Jonah Monroe,20201213ARINYG
5117,Field Judge,James Coleman,20201213ARINYG
5118,Referee,Adrian Hill,20201213TENJAX
5119,Umpire,Paul King,20201213TENJAX
5120,Down Judge,Ed Camp,20201213TENJAX
5121,Line Judge,Kevin Codey,20201213TENJAX
5122,Back Judge,Greg Steed,20201213TENJAX
5123,Side Judge,Keith Washington,20201213TENJAX
5124,Field Judge,Jim Quirk,20201213TENJAX
5125,Referee,Clay Martin,20201213KANMIA
5126,Umpire,Tony Michalek,20201213KANMIA
5127,Down Judge,Derick Bowers,20201213KANMIA
5128,Line Judge,Frank LeBlanc,20201213KANMIA
5129,Back Judge,Steve Patrick,20201213KANMIA
5130,Side Judge,Jeff Lamberth,20201213KANMIA
5131,Field Judge,Mike Weatherford,20201213KANMIA
5132,Referee,Brad Allen,20201213MINTAM
5133,Umpire,Bruce Stritesky,20201213MINTAM
5134,Down Judge,Danny Short,20201213MINTAM
5135,Line Judge,Daniel Gallagher,20201213MINTAM
5136,Back Judge,Jimmy Russell,20201213MINTAM
5137,Side Judge,Boris Cheek,20201213MINTAM
5138,Field Judge,Rick Patterson,20201213MINTAM
5139,Referee,Clete Blakeman,20201213INDLVR
5140,Umpire,Fred Bryan,20201213INDLVR
5141,Down Judge,Jerry Bergman,20201213INDLVR
5142,Line Judge,Tom Stephan,20201213INDLVR
5143,Back Judge,Scott Helverson,20201213INDLVR
5144,Side Judge,Michael Banks,20201213INDLVR
5145,Field Judge,Joe Blubaugh,20201213INDLVR
5146,Referee,Scott Novak,20201213NYJSEA
5147,Umpire,Steven Woods,20201213NYJSEA
5148,Down Judge,Kent Payne,20201213NYJSEA
5149,Line Judge,Thomas Eaton,20201213NYJSEA
5150,Back Judge,Terrence Miles,20201213NYJSEA
5151,Side Judge,John Jenkins,20201213NYJSEA
5152,Field Judge,Scott Edwards,20201213NYJSEA
5153,Referee,Tony Corrente,20201213ATLLAC
5154,Umpire,Dan Ferrell,20201213ATLLAC
5155,Down Judge,Mark Perlman,20201213ATLLAC
5156,Line Judge,Bart Longson,20201213ATLLAC
5157,Back Judge,Keith Ferguson,20201213ATLLAC
5158,Side Judge,Anthony Flemming,20201213ATLLAC
5159,Field Judge,Ryan Dickson,20201213ATLLAC
5160,Referee,Alex Kemp,20201213GNBDET
5161,Umpire,Tab Slaughter,20201213GNBDET
5162,Down Judge,Jerod Phillips,20201213GNBDET
5163,Line Judge,Walt Coleman IV,20201213GNBDET
5164,Back Judge,Greg Meyer,20201213GNBDET
5165,Side Judge,Eugene Hall,20201213GNBDET
5166,Field Judge,Terry Brown,20201213GNBDET
5167,Referee,Jerome Boger,20201213NORPHI
5168,Umpire,Barry Anderson,20201213NORPHI
5169,Down Judge,Julian Mapp,20201213NORPHI
5170,Line Judge,Rusty Baynes,20201213NORPHI
5171,Back Judge,Brad Freeman,20201213NORPHI
5172,Side Judge,Anthony Jeffries,20201213NORPHI
5173,Field Judge,Dale Shaw,20201213NORPHI
5174,Referee,Carl Cheffers,20201213WASSFO
5175,Umpire,Richard Hall,20201213WASSFO
5176,Down Judge,Patrick Turner,20201213WASSFO
5177,Line Judge,Tim Podraza,20201213WASSFO
5178,Back Judge,Greg Wilson,20201213WASSFO
5179,Side Judge,Clay Reynard,20201213WASSFO
5180,Field Judge,Gary Cavaletto,20201213WASSFO
5181,Referee,Shawn Smith,20201213PITBUF
5182,Umpire,Bryan Neale,20201213PITBUF
5183,Down Judge,Michael Dolce,20201213PITBUF
5184,Line Judge,Mark Steinkerchner,20201213PITBUF
5185,Back Judge,Dino Paganelli,20201213PITBUF
5186,Side Judge,Jimmy Buchanan,20201213PITBUF
5187,Field Judge,Dyrol Prioleau,20201213PITBUF
5188,Referee,Bill Vinovich,20201214BALCLE
5189,Umpire,Terry Killens,20201214BALCLE
5190,Down Judge,Mike Carr,20201214BALCLE
5191,Line Judge,Jeff Seeman,20201214BALCLE
5192,Back Judge,Perry Paganelli,20201214BALCLE
5193,Side Judge,Don Willard,20201214BALCLE
5194,Field Judge,David Meslow,20201214BALCLE
5195,Referee,John Hussey,20201217LACLVR
5196,Umpire,Roy Ellison,20201217LACLVR
5197,Down Judge,Brian Bolinger,20201217LACLVR
5198,Line Judge,Tom Symonette,20201217LACLVR
5199,Back Judge,Grantis Bell,20201217LACLVR
5200,Side Judge,Allen Baynes,20201217LACLVR
5201,Field Judge,Steve Zimmer,20201217LACLVR
5202,Referee,Clete Blakeman,20201219BUFDEN
5203,Umpire,Fred Bryan,20201219BUFDEN
5204,Down Judge,Mark Hittner,20201219BUFDEN
5205,Line Judge,Tom Stephan,20201219BUFDEN
5206,Back Judge,Scott Helverson,20201219BUFDEN
5207,Side Judge,Michael Banks,20201219BUFDEN
5208,Field Judge,Joe Blubaugh,20201219BUFDEN
5209,Referee,Alex Kemp,20201219CARGNB
5210,Umpire,Carl Paganelli,20201219CARGNB
5211,Down Judge,Dana McKenzie,20201219CARGNB
5212,Line Judge,Greg Bradley,20201219CARGNB
5213,Back Judge,Matt Edwards,20201219CARGNB
5214,Side Judge,Jabir Walker,20201219CARGNB
5215,Field Judge,Terry Brown,20201219CARGNB
5216,Referee,Brad Rogers,20201220TAMATL
5217,Umpire,Tab Slaughter,20201220TAMATL
5218,Down Judge,Jerod Phillips,20201220TAMATL
5219,Line Judge,Walt Coleman IV,20201220TAMATL
5220,Back Judge,Greg Meyer,20201220TAMATL
5221,Side Judge,John Jenkins,20201220TAMATL
5222,Field Judge,Nathan Jones,20201220TAMATL
5223,Referee,Shawn Smith,20201220CHIMIN
5224,Umpire,Bryan Neale,20201220CHIMIN
5225,Down Judge,Michael Dolce,20201220CHIMIN
5226,Line Judge,Mark Steinkerchner,20201220CHIMIN
5227,Back Judge,Dino Paganelli,20201220CHIMIN
5228,Side Judge,Jimmy Buchanan,20201220CHIMIN
5229,Field Judge,Dyrol Prioleau,20201220CHIMIN
5230,Referee,Bill Vinovich,20201220HOUIND
5231,Umpire,Terry Killens,20201220HOUIND
5232,Down Judge,Mike Carr,20201220HOUIND
5233,Line Judge,Jeff Seeman,20201220HOUIND
5234,Back Judge,Perry Paganelli,20201220HOUIND
5235,Side Judge,Don Willard,20201220HOUIND
5236,Field Judge,David Meslow,20201220HOUIND
5237,Referee,Land Clark,20201220SFODAL
5238,Umpire,Alan Eck,20201220SFODAL
5239,Down Judge,Tripp Sutter,20201220SFODAL
5240,Line Judge,Mark Stewart,20201220SFODAL
5241,Back Judge,Tony Josselyn,20201220SFODAL
5242,Side Judge,Mearl Robinson,20201220SFODAL
5243,Field Judge,Tra Blake,20201220SFODAL
5244,Referee,Jerome Boger,20201220DETTEN
5245,Umpire,Barry Anderson,20201220DETTEN
5246,Down Judge,Julian Mapp,20201220DETTEN
5247,Line Judge,Rusty Baynes,20201220DETTEN
5248,Back Judge,Brad Freeman,20201220DETTEN
5249,Side Judge,Anthony Jeffries,20201220DETTEN
5250,Field Judge,Dale Shaw,20201220DETTEN
5251,Referee,Ronald Torbert,20201220JAXBAL
5252,Umpire,Richard Hall,20201220JAXBAL
5253,Down Judge,Patrick Turner,20201220JAXBAL
5254,Line Judge,Tim Podraza,20201220JAXBAL
5255,Back Judge,Greg Wilson,20201220JAXBAL
5256,Side Judge,Clay Reynard,20201220JAXBAL
5257,Field Judge,James Coleman,20201220JAXBAL
5258,Referee,Brad Allen,20201220NWEMIA
5259,Umpire,Bruce Stritesky,20201220NWEMIA
5260,Down Judge,Danny Short,20201220NWEMIA
5261,Line Judge,Daniel Gallagher,20201220NWEMIA
5262,Back Judge,Jimmy Russell,20201220NWEMIA
5263,Side Judge,Boris Cheek,20201220NWEMIA
5264,Field Judge,Rick Patterson,20201220NWEMIA
5265,Referee,Adrian Hill,20201220SEAWAS
5266,Umpire,Paul King,20201220SEAWAS
5267,Down Judge,Ed Camp,20201220SEAWAS
5268,Line Judge,Kevin Codey,20201220SEAWAS
5269,Back Judge,Greg Steed,20201220SEAWAS
5270,Side Judge,Keith Washington,20201220SEAWAS
5271,Field Judge,Jim Quirk,20201220SEAWAS
5272,Referee,Craig Wrolstad,20201220PHIARI
5273,Umpire,Ruben Fowler,20201220PHIARI
5274,Down Judge,Jerry Bergman,20201220PHIARI
5275,Line Judge,David Oliver,20201220PHIARI
5276,Back Judge,Keith Ferguson,20201220PHIARI
5277,Side Judge,Jeff Lamberth,20201220PHIARI
5278,Field Judge,Aaron Santi,20201220PHIARI
5279,Referee,Tony Corrente,20201220NYJLAR
5280,Umpire,Dan Ferrell,20201220NYJLAR
5281,Down Judge,Mark Perlman,20201220NYJLAR
5282,Line Judge,Bart Longson,20201220NYJLAR
5283,Back Judge,Todd Prukop,20201220NYJLAR
5284,Side Judge,Anthony Flemming,20201220NYJLAR
5285,Field Judge,Ryan Dickson,20201220NYJLAR
5286,Referee,Scott Novak,20201220KANNOR
5287,Umpire,Steven Woods,20201220KANNOR
5288,Down Judge,Kent Payne,20201220KANNOR
5289,Line Judge,Carl Johnson,20201220KANNOR
5290,Back Judge,Terrence Miles,20201220KANNOR
5291,Side Judge,Eugene Hall,20201220KANNOR
5292,Field Judge,Scott Edwards,20201220KANNOR
5293,Referee,Shawn Hochuli,20201220CLENYG
5294,Umpire,Ramon George,20201220CLENYG
5295,Down Judge,Sarah Thomas,20201220CLENYG
5296,Line Judge,Thomas Eaton,20201220CLENYG
5297,Back Judge,Rich Martinez,20201220CLENYG
5298,Side Judge,Chad Hill,20201220CLENYG
5299,Field Judge,Tom Hill,20201220CLENYG
5300,Referee,John Hussey,20201221PITCIN
5301,Umpire,Mark Pellis,20201221PITCIN
5302,Down Judge,Derick Bowers,20201221PITCIN
5303,Line Judge,Frank LeBlanc,20201221PITCIN
5304,Back Judge,Steve Patrick,20201221PITCIN
5305,Side Judge,Dominique Pender,20201221PITCIN
5306,Field Judge,Mike Weatherford,20201221PITCIN
5307,Referee,Adrian Hill,20201225MINNOR
5308,Umpire,Paul King,20201225MINNOR
5309,Down Judge,Ed Camp,20201225MINNOR
5310,Line Judge,Kevin Codey,20201225MINNOR
5311,Back Judge,Greg Steed,20201225MINNOR
5312,Side Judge,Keith Washington,20201225MINNOR
5313,Field Judge,Jim Quirk,20201225MINNOR
5314,Referee,Scott Novak,20201226TAMDET
5315,Umpire,Steven Woods,20201226TAMDET
5316,Down Judge,Kent Payne,20201226TAMDET
5317,Line Judge,Thomas Eaton,20201226TAMDET
5318,Back Judge,Terrence Miles,20201226TAMDET
5319,Side Judge,John Jenkins,20201226TAMDET
5320,Field Judge,Scott Edwards,20201226TAMDET
